ACADVL
FAM89B
BET1L
MID1IP1
FAM160A2
FAM210A
INO80C
ATXN7L3
ZNF862
CCDC43
ZNF506
TINF2
COMMD7
CCNK
KAT6A
POM121C
BCAS3
ULK3
ZNF30
MTFR1L
ZNF146
FTSJD1
RPL22L1
GXYLT1
PTAR1
HIGD1A
C8orf59
EIF5AL1
REPIN1
WDR83
C4orf33
SYS1
IKBKG
C7orf25
SBNO2
IMMT
TMEM192
PDS5A
SENP6
DROSHA
C19orf60
SPATS2L
RAP1GDS1
RC3H2
KIAA0232
KDELR2
PLEKHB2
CENPN
ERLIN1
TMEM55B
MED7
PID1
MOB4
SLC9B1
PACS2
COMMD9
CXXC1
NRD1
ACOX3
PHF21A
FOXRED2
SIKE1
HNRNPR
TTI2
PCTP
ALPK1
ZFAND5
TBC1D8
PPAPDC1B
IFT43
SNX18
ZNF160
TUBGCP5
ZNF554
OTUD4
PSMA4
RRAS2
GIGYF2
RPP30
FAM118A
PCMTD2
ACVR1
FBRS
TMEM177
RUSC1
ASH2L
CORO1C
ARMC5
ZFYVE16
FAM135A
ZNF142
MYBBP1A
ZBTB10
UBE4B
KIF13A
NUDT19
FBXO45
NUDT7
HECTD4
ZNF250
C6orf136
ADAM10
TMEM87A
SLC35E2B
MECP2
NAA16
SUPT5H
UBE2K
DDX54
TLK2
ZSCAN30
FAM208A
FPGT-TNNI3K
BRD2
NACA
ECE1
TBC1D14
FANCI
FGGY
C17orf51
SEPT9
ARHGEF7
METTL15
ENTPD6
CDC27
THUMPD3
LSM14A
C17orf85
ELK1
NBEAL1
AEBP2
IRAK4
MTRF1L
CLCN7
PAPD4
DHX36
SZRD1
JMJD7
PLA2G4B
FANCL
LIN54
KANSL3
WDR26
GDI2
ADD1
LAMP2
HCCS
CCBL1
ABCD3
MICAL3
SET
GTF3C5
TTC13
NCOA7
BSCL2
BCKDK
SMEK2
ADK
ARIH2OS
MTO1
ZBTB1
PPP6C
PARK7
BCOR
ADPRH
HDGF
CASK
OSGIN2
POLG
THTPA
AP1B1
PIGG
CFLAR
CNBP
PCID2
HMOX2
SMARCAL1
ACSF3
POLD2
AURKAIP1
AUTS2
GPBP1
LRRC8A
TMEM129
UBAP2L
CBX5
MAD2L2
MED18
ZNF84
C14orf2
TSEN15
METTL21A
ERLEC1
CRY2
CRLS1
PAN2
SPRYD7
ASAH1
ING4
NMRK1
PEX26
MFN2
ATXN3
TMEM14B
STXBP5
SPG21
CEACAM19
AP4S1
RWDD3
TFRC
ORMDL1
VPS53
UBP1
NUDCD1
KCTD6
VGLL4
ZNF717
SLC39A13
DIS3
GNE
TPRN
LYRM1
LACC1
AP1AR
SMARCAD1
PSMG4
MAPKBP1
USP8
NUDT22
REPS1
LUZP6
DCAKD
SMARCA4
SRRT
GTPBP3
TOMM40
MARK3
INPP1
ENTPD4
NSDHL
TEX264
DNAJC2
KRBOX4
SYCE1L
KIAA1841
AES
GSPT1
ATP6V0A1
ZNF680
CLK3
ZNF562
SHC1
TBCEL
ATF7
MYO9B
EPN1
KARS
COL4A3BP
HSPBP1
FAM108A1
RFC5
SMARCC2
SPTAN1
SRP9
HRAS
SSFA2
HAUS2
THAP5
VRK2
ZNF195
AP1M1
SPAG9
CALU
EIF4E
STYX
C14orf93
LSM5
PSMB5
CCDC149
DNMT1
RTCA
AIFM1
CAB39
PPIP5K1
PWWP2A
SUGT1
ZNF720
TGFBR1
MEF2A
C7orf73
PLCD1
SUN1
HYOU1
FAM58A
PTPN12
SATB1
CIZ1
ATG10
ZCCHC9
SAP30L
ACP2
TMEM106B
EIF2AK1
PSMG3
MAP4
LRRFIP2
NT5C2
CCNJ
TBC1D5
IQSEC1
ZDHHC4
C7orf50
TBCCD1
CDV3
AZI2
C3orf58
GSE1
PARN
HS2ST1
TOMM6
TRMT10A
DERL1
FAM204A
DEK
ARFRP1
IPO11
CCDC152
FIP1L1
ELMOD3
PDHX
MFAP3
DCTN1
MAPK9
FAM160B1
FNDC3B
CRELD2
DNAJA3
NEDD1
ZNF397
ZDHHC3
AGFG1
FKBP2
GIT2
TAF12
LDHA
RBBP4
MKNK1
HDHD1
C12orf73
SMIM13
C5orf24
GDAP2
RPS27A
PPP1R21
PIP5K1A
INPP5K
DCTN4
FAM53C
PTPRK
EEF1E1
EIF2AK2
XPR1
MSRA
ATL2
C8orf40
VDAC3
YWHAZ
HMBOX1
NEIL2
ECD
RPN2
SPATA2
FDPS
RNF185
PHPT1
METTL20
SLC46A3
KIAA1432
MADD
URM1
UCK1
NDUFB11
RUSC2
ABL2
ATG7
PUF60
TRMT1
NIF3L1
CPSF7
PTGES3L-AARSD1
TMUB1
TPRA1
R3HCC1
FBXO28
FAM178A
RPL28
RPS6KC1
CMPK1
ATF6B
ZNF507
OTUD5
FASTKD2
TNPO2
FZR1
ISOC2
CCDC124
RCOR3
SEC13
SGMS2
ATXN7L3B
AKIRIN1
ANP32E
CISD3
ACAD10
APOL1
LYSMD1
TLK1
GPR107
LANCL1
LRRFIP1
MCTS1
ANAPC5
MEMO1
POLR1B
ANAPC7
ILF3
ATXN1L
BCAP31
TTLL11
CNST
TBL1X
TRAF3IP1
PRKRA
DAXX
ATP13A2
TP53BP1
RAB11FIP3
CLASP1
APLP2
RNASEH2B
ARCN1
SMC6
EMC8
MGRN1
LMAN2L
ARFGAP3
SQSTM1
GTF2H1
TXNL4B
DMTF1
THOC6
PPP3CB
ALG5
PNPLA4
CTIF
CD164
AIMP1
MORF4L2
MGEA5
EDC3
SPNS1
DKC1
ECSIT
C6orf203
INTS12
FLYWCH2
MON1A
SLC35B3
ADCK1
RPUSD3
ADCK4
RRNAD1
RAD51D
ZNF669
NFYC
ITPK1
CLP1
KIAA0141
EFTUD2
ULK2
EHBP1
TGFBRAP1
GHDC
TNRC6C
FBRSL1
SAR1A
HNRPLL
ATG13
CHID1
ERI2
C1orf122
IL11RA
C17orf49
EYS
API5
DAGLB
MPC2
GSTK1
DIS3L
EIF5A
ZNF438
CTDNEP1
SLC25A39
PPHLN1
TPCN1
ZBTB14
MAPRE2
NFRKB
TMEM106C
TCHP
WIBG
COPS2
BSDC1
C12orf65
TRAFD1
LOC729020
C15orf61
PSMA1
LEMD2
TMEM30A
C2orf74
TBC1D7
CDYL
TCTN3
PTPMT1
BANF1
WRAP53
AMFR
AGAP5
CTPS2
TMX2
NAT10
COPB1
UBAC2
DET1
DNAJC7
CD58
DENND4A
PHB2
IMPA1
SMCR7
C11orf95
MYL12B
DTWD1
NFKBIL1
MTHFD2L
ZNF814
CCDC85C
ITGAV
COG2
GPN1
SLC44A2
USP27X
COG6
ZNF619
SKIL
RRP12
MKRN1
AKD1
RELA
VPS37A
HBS1L
INTS9
DOHH
PRMT3
KIAA1671
LAMTOR2
SLC35C1
FAM185A
NGLY1
ETV3
DSN1
ZNF566
ZNF576
KDM8
IPP
MKLN1
CBWD1
SIN3A
ABHD11
ZNF652
OXSM
TSEN2
TEF
NONO
NFE2L2
SETDB1
TMEM205
C4orf52
PGAP2
SCAF4
SPECC1L
EHMT1
TCP11L1
RBM17
ZDHHC7
KIAA0226
GLG1
SAE1
HOMER3
XPC
MEF2BNB
SH2B1
MTFR1
SARS2
SCAPER
SLC12A4
RDH13
TJAP1
FCHO2
HSDL1
TDRD3
RPAP3
FAN1
PARP9
DIP2A
GSK3B
MOGS
TATDN1
ZNF414
ZNF407
TBC1D15
WRB
PIP4K2C
TCF7L2
SRP54
LEPRE1
C1orf86
PQLC1
KDM3A
KDM4C
RBM19
KDM5C
SLC25A5
ANXA4
SCOC
ANXA6
ANXA7
ANXA11
MTHFSD
BIVM
BOD1
SYNCRIP
PLBD2
BUD13
RIOK2
CANT1
MPND
EBNA1BP2
EVI5L
EPS15
TXNDC16
ACOT13
C15orf40
RNF170
SPG11
SETD6
SETDB2
TRAPPC9
POLR3B
NUDT2
ARMC10
CHFR
NPTN
NDFIP2
JMJD4
WDR25
COG5
TNIP2
RBM34
TEX10
DUS3L
PPP2R5C
CLK1
PDCD6IP
TMEM189
RBMXL1
COX11
TYW3
RPTOR
HTATSF1
EWSR1
FBXL17
RAB2B
ZSCAN12
ZNF580
MYEOV2
TBCK
ZNF746
DCAF11
DCAF4
GTF2I
WDR81
KCNMB3
C10orf2
COPS7A
CHAMP1
PPP6R3
GPR75-ASB3
PLIN3
DHX16
C1orf27
WDR46
TRAF3IP2
FLNB
BRD8
THAP4
GPN3
STAU2
MTF2
TMED7-TICAM2
EIF4ENIF1
C16orf52
ASXL1
ENDOV
ZFHX3
BCAT2
SLC25A26
RBMX
PET117
ACIN1
DCAF17
SMIM12
LYRM4
TMEM41B
DTYMK
TMEM14C
NFKB1
SLC25A11
CD320
MKS1
DAG1
STARD3
IDE
ELAC2
BIRC2
ECI2
ERCC1
NDUFV1
TADA2A
PNPLA6
RBM28
LCORL
NDUFS2
UTP14A
CEP120
C22orf39
FHIT
MTIF3
HAUS4
DHX40
PIGX
SHMT2
HDAC8
WDR13
MPP1
SLC16A1
EIF2B3
FAM122B
TRAPPC1
AFF1
FAM104B
XIAP
RBM6
XPNPEP1
RAB35
RHBDD1
LEMD3
ATXN10
LPP
VARS2
SMYD3
TMED5
NSMCE4A
ATP5SL
LHPP
ANKRD50
TIMM17B
TRMT2B
TBC1D17
NDUFB4
ME2
NSUN5
CUL7
SLC35A1
TSPAN3
ARMCX5
CNDP2
TMEM48
IFT46
TXLNG
TMEM135
FAM21C
SCO2
STIM2
TJP2
CDK16
CDK17
ATAD3A
PGAM5
CXorf56
CHD8
FUS
LPPR2
SRGAP2
LAS1L
ZNHIT6
MIB2
GPR137
PIN4
LCOR
MFSD5
ATRAID
ZFAND1
LARP4
RBM41
SMPD4
UBXN6
FAM3A
STRBP
PET100
CAMTA2
UBAP1
MCFD2
TRIQK
PAPD7
PPARD
FGFR1OP2
VPRBP
NUDT16
CXorf40A
KXD1
RBFA
SETD9
MASTL
VANGL1
BAG1
RAB3GAP1
RRM2B
GOLGA3
MCPH1
NEO1
TECPR2
TK2
RAB40C
ZNF668
ZNF347
ZNF764
ZNF641
TSFM
PPARGC1B
SLC38A6
GGA3
GOLGA4
SEC23B
DPY19L3
ZNF555
YTHDF2
TFCP2
AAAS
CRBN
NKRF
MRRF
DGCR2
BANP
BRD7
SMG7
POLL
NCOA3
PCBP4
ZBED6
ARL13B
RABEPK
SAMD8
ARL1
ABHD16A
PPP2R2A
SUCLG2
CINP
RIF1
IFT27
KLF11
RANGRF
SRPR
SYCP3
MNAT1
ECI1
SF1
ZC4H2
ZFX
SYNJ2
MINPP1
SUFU
ATP6AP1
ATR
HADH
TIPARP
PIGT
CTTN
ZBTB33
PAFAH1B2
ZNF408
UHMK1
VDAC2
PEX11B
ESYT1
TMLHE
UBR2
CD99L2
GNL3L
PRMT7
KLHDC4
FLAD1
FBXL20
WDR44
PACSIN2
UQCC
NDUFS5
WNK1
NDUFC1
KIAA0430
RNF4
NCAPH2
NDUFA2
ZDHHC8
ACOX1
ZCCHC6
ZNF75D
FMR1
ARHGDIA
NIT1
MYNN
PFDN6
BAK1
DNAJC19
C1D
ATG16L1
FBXO11
DGCR8
TAF6
NCOR1
IKBKB
ZNF317
NCK1
DHX35
SMAD7
MRPS35
ORC4
HYI
FAM193B
ZMYM2
YAF2
IL6ST
SRSF11
SLC33A1
IPO8
ARPC1A
BCL2L1
GSTO1
SRSF10
CTCF
TNPO3
PSMD1
SIRT5
EML2
MSL3
RBBP5
SIRT6
SIRT2
TMEM127
VIPAS39
C9orf3
MRPS18A
NUP62
EXD2
DIDO1
NDUFA11
UCKL1
PPP2R4
DDX3X
NSUN2
KANSL1
LIMS1
SLC1A4
REST
TTC27
SLC30A6
CHMP3
FAM65A
SCRN3
NEK4
FBXL5
ENY2
TUBD1
DHRS4L2
PEX19
POGZ
EIF4G1
MATR3
MEPCE
MR1
PPIE
TMEM184B
ANKRD28
PTP4A2
COG4
NASP
CCDC107
YIPF6
DENND1B
APTX
SERPINB6
USB1
RAB9A
SRSF2
MICU1
CHMP5
CLINT1
CAMTA1
DICER1
SEPHS1
ZNF865
TOPORS
MLLT10
VAPB
THAP3
HSDL2
ANKHD1
ZFP91
MLL
GCLC
IRF3
BCL7B
ORC3
GABPA
MCL1
HIRIP3
ARNT
OXR1
ATP6V0C
JMJD7-PLA2G4B
ARHGEF12
LEPROT
RBBP7
PI4KB
CUL2
POU2F1
ARPC4-TTLL3
ASCC1
EIF4G3
MSANTD3
MSANTD3-TMEFF1
RBM14
RBM12
CCT2
RBM4
RBM14-RBM4
CPNE1
CAPN1
ATP5J2-PTCD1
YY1AP1
ATP6V1F
ABCC10
RNF103
RNF103-CHMP3
TMEM110-MUSTN1
NFS1
DCTN5
CDIP1
C15orf38-AP3S2
NT5C1B-RDH14
TBC1D24
TRIM39-RPP21
RPP21
COPS3
TANK
AMMECR1L
KAT7
USP19
PSMC5
MLST8
CCNH
ARMC6
TBC1D23
AK2
GPANK1
TOR1AIP2
UCHL5
CABIN1
LRBA
UIMC1
CNOT2
BLOC1S5
FPGT
RPL17-C18orf32
GBF1
RNF145
NEK1
TRAF3
NIP7
PDCD2
ISY1
ZSCAN9
C20orf24
TGIF2-C20orf24
SUN2
PTK2
PMF1
PMF1-BGLAP
SLC4A2
DHX33
PPP2R5A
PSMA5
CPD
POC1B
PSMB2
INTS7
GGCT
MDP1
NEDD8-MDP1
SMURF1
DAP3
AK3
BCL2L2-PABPN1
KIF16B
MARK4
GLRX3
B4GALT3
HYPK
PDK2
PGM3
SIAE
SESN1
DOPEY1
SH3GL1
NDUFB5
UQCRB
NDUFB6
GCFC2
SAFB
HMGN3
RNF14
RNF7
ZNF778
GORASP2
ZNF513
C18orf21
EIF2D
CORO7-PAM16
PIGO
RBM15
PLRG1
SEC22C
ASB3
ASB6
AKR1A1
TRMT1L
PRDX1
C10orf137
ZMYND11
RPS10-NUDT3
UBE2E1
HSPE1-MOB4
UBE2G2
UBE2H
CTDP1
CUX1
SYNJ2BP-COX16
PIGV
CHURC1-FNTB
WBSCR22
MTA1
NDUFC2-KCTD14
IL17RC
NDUFC2
COMMD3-BMI1
CHURC1
UBE4A
COX16
PPT2
MBD1
SPHK2
MDM4
ZHX1-C8ORF76
SRP19
ZNF670
SCARB2
PPP5C
ZNF664
PRPS1
BIVM-ERCC5
CCPG1
PSMC2
RBAK
RBM10
EIF4A1
RBAK-LOC389458
KIFAP3
RFC1
ZNF587
LIPT1
ANO10
TNFAIP8L2-SCNM1
SCNM1
TCEB1
URGCP-MRPS24
NPEPL1
BAG4
ISY1-RAB43
BNIP1
TTF1
KLF9
USMG5
MAVS
CAPZB
POLR1D
CHTOP
AKIP1
SH3GLB1
IGSF8
PRKAG1
NSFL1C
GTF3C3
ARID4B
MAP2K5
KAT5
RAB11A
TGOLN2
STRADB
FAM115A
DHPS
HNRPDL
PTPN2
M6PR
RNF40
PRMT1
ATRN
BACE1
VWA9
BZW1
C1QBP
ZNF48
CAMK2D
CASP6
CASP7
CASP9
CCNT1
CCNT2
PITRM1
ATAD2B
ODF2
ANAPC13
TWF1
WDR20
PIK3R1
EIF1AD
ZSWIM8
MIF4GD
MFSD11
NCOA6
ANAPC16
MAP4K4
RIN2
TMEM147
RBM39
RAB2A
AHCYL1
LOC100289561
ZNF691
TRIM26
BRF1
NUP93
ZNF322
ZNF790
DEF8
RNF41
ARFGAP2
AP2A2
RNF146
ARFIP2
ELP2
CARKD
ZBTB17
ZKSCAN3
PPP6R2
AKAP1
MPPE1
ASCC2
ZFAND6
EIF3L
ZNF410
SNX1
AKT2
PLD2
NFKBIB
PDE8A
TAF1C
PIM1
INPP5F
HIP1
RANBP6
PES1
NARS2
TIGD6
HINFP
NUB1
CLCN3
GLRX2
CLEC16A
PDIK1L
MTMR2
CD2BP2
GFOD2
LETMD1
RAB6A
SETMAR
LAMTOR3
RGL2
C7orf49
POMGNT1
BTF3L4
CEP57
SMUG1
CHST12
TOB1
TRA2B
TPD52L2
HDLBP
PRPSAP2
PPP3CC
KIAA0586
APEX1
HBP1
TRRAP
C7orf55-LUC7L2
LUC7L2
IMMP2L
CHMP2B
STX5
GFPT1
RAD23B
TMEM126A
FOXP1
DLST
PRPF4
TXN
PPP1CC
SEL1L
CTAGE5
ASAP1
TRIM3
NUDT9
SP1
USP4
ASPSCR1
APPL2
SLC30A5
PAPOLA
RAB5B
RAB5C
TAOK2
PCMT1
USP15
AP4E1
LSM4
GEMIN5
SEC24A
CEBPG
NT5C
TNIP1
URI1
ACSS1
BBS4
CDC5L
RPL15
ZNF444
SLC52A2
GMDS
AP4B1
YME1L1
UXS1
MED27
TBC1D1
CYB5D2
CREB3L4
PNPLA8
PSMC3IP
PIK3CB
ANKRD26
